response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
243,"The driver handled the bus carefully today, and the ride felt safer than usual.",25,Banker,Evening Peak,Moderate,5,Positive,Safety
244,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,22,Driver,Evening Peak,High,23,Negative,Cost
245,"The staff were not especially helpful, but they were not very rude either.",33,Homemaker,Evening Peak,Moderate,9,Neutral,Staff Behavior
246,"I had to stand for part of the journey, though it was manageable.",54,Student,Morning Peak,Moderate,11,Neutral,Crowding
247,"If you miss one local bus on this route, you may have to wait a long time for the next one.",34,Small Business,Evening Peak,High,56,Negative,Availability
248,"There was pressure inside the bus, but not severe.",24,Small Business,Morning Peak,Moderate,10,Neutral,Crowding
249,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,45,Homemaker,Evening Peak,Severe,18,Negative,Cleanliness
250,"Nothing serious happened, but the route still feels a little risky during rush hour.",35,Shopkeeper,Evening Peak,High,9,Neutral,Safety
251,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",40,Small Business,Evening Peak,Severe,24,Negative,Cleanliness
252,"During office time, availability is still poor. Demand is clearly higher than supply.",32,Shopkeeper,Evening Peak,High,32,Negative,Availability
253,Clear route and stop information would save passengers a lot of confusion.,38,Office Employee,Morning Peak,Severe,29,Negative,Information
254,"A bus came after some waiting, so availability was average today.",26,Student,Morning Peak,Severe,15,Neutral,Availability
255,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",34,Banker,Morning Peak,Moderate,25,Negative,Cleanliness
256,"The bus was cleaner than I expected, and the seating area was in decent shape.",39,Factory Worker,Evening Peak,High,6,Positive,Cleanliness
257,Even a small sign or proper announcement could have made this trip easier.,19,Shopkeeper,Evening Peak,Severe,19,Negative,Information
258,Getting on and off was smoother than usual.,21,Small Business,Evening Peak,High,7,Positive,Accessibility
259,I felt comparatively secure throughout the journey.,48,Homemaker,Morning Peak,Moderate,8,Positive,Safety
260,Even a small sign or proper announcement could have made this trip easier.,34,Teacher,Morning Peak,Severe,46,Negative,Information
261,The bus doors were crowded and there was no support for people who need extra time to board.,31,Banker,Evening Peak,Severe,33,Negative,Accessibility
262,"The bus was crowded, but that is normal during peak time.",29,Freelancer,Evening Peak,Severe,13,Neutral,Crowding
263,A calm and respectful attitude from the staff made the ride easier.,21,Driver,Morning Peak,Severe,10,Positive,Staff Behavior
264,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,47,Driver,Morning Peak,High,39,Negative,Cleanliness
265,The bus stopped properly and boarding was easier today.,58,Factory Worker,Morning Peak,Severe,6,Positive,Accessibility
266,The bus doors were crowded and there was no support for people who need extra time to board.,42,Student,Morning Peak,High,34,Negative,Accessibility
267,There seemed to be more buses on the road than usual.,34,Healthcare Worker,Evening Peak,Moderate,6,Positive,Availability
268,"There was some waiting time, though it was still manageable.",53,Factory Worker,Morning Peak,Moderate,17,Neutral,Delay
269,Communication from the conductor was average today.,44,Healthcare Worker,Evening Peak,High,13,Neutral,Staff Behavior
270,"I expected more buses on Farmgate to Mohakhali, but service frequency was disappointing today.",47,Homemaker,Evening Peak,Severe,22,Negative,Availability
271,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",18,Banker,Morning Peak,Moderate,21,Negative,Cleanliness
272,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",40,Driver,Morning Peak,High,54,Negative,Accessibility
273,"For daily commuting, the cleanliness is really below standard. The floor was messy and the windows looked untouched.",46,Shopkeeper,Evening Peak,Severe,18,Negative,Cleanliness
274,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,20,Homemaker,Morning Peak,Severe,28,Negative,Crowding
275,"If the service stays like this, the fare should not keep increasing.",21,Healthcare Worker,Evening Peak,Severe,53,Negative,Cost
276,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,53,Healthcare Worker,Morning Peak,High,61,Negative,Safety
277,"Between heat, noise, and crowding, this felt like a very draining commute.",49,Office Employee,Morning Peak,High,48,Negative,Comfort
278,"I found a bus fairly quickly, even during the rush.",33,Homemaker,Morning Peak,Severe,12,Positive,Availability
279,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",45,Student,Morning Peak,High,19,Negative,Comfort
280,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,52,Driver,Morning Peak,Severe,58,Negative,Availability
281,"The inside looked used and worn, but not worse than usual.",52,Teacher,Evening Peak,Moderate,14,Neutral,Cleanliness
282,"Boarding was more orderly today, which made the trip feel safer.",58,Factory Worker,Evening Peak,Moderate,7,Positive,Safety
283,Travel time was reasonable today and the service felt more reliable than usual.,47,Office Employee,Morning Peak,High,9,Positive,Delay
284,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,31,Student,Evening Peak,High,29,Negative,Staff Behavior
285,Staff behavior made the whole ride more unpleasant than it needed to be.,50,Homemaker,Morning Peak,Severe,48,Negative,Staff Behavior
286,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",57,Freelancer,Evening Peak,High,53,Negative,Cost
287,There was no clear information about where the bus would stop or how long the delay would be.,41,Teacher,Morning Peak,High,36,Negative,Information
288,There was no clear information about where the bus would stop or how long the delay would be.,56,Homemaker,Morning Peak,Severe,18,Negative,Information
289,I paid more than usual today and there was no proper explanation from the conductor.,22,Driver,Evening Peak,High,31,Negative,Cost
290,"There was pressure inside the bus, but not severe.",56,Driver,Morning Peak,High,19,Neutral,Crowding
291,I could stand comfortably enough without being pushed around too much.,42,Driver,Evening Peak,High,5,Positive,Crowding
292,Accessibility was average; it could be better for elderly passengers.,55,Small Business,Evening Peak,High,18,Neutral,Accessibility
293,Communication from the conductor was average today.,36,Factory Worker,Evening Peak,High,16,Neutral,Staff Behavior
294,"From Jatrabari to Gulistan, the delay was frustrating. I left early but still got late because the bus service was irregular.",42,Factory Worker,Morning Peak,Severe,29,Negative,Delay
295,"The fare felt acceptable, though service quality could still improve.",52,Office Employee,Morning Peak,Moderate,11,Neutral,Cost
296,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",21,Small Business,Morning Peak,High,27,Negative,Cleanliness
297,The conductor kept shouting instead of answering simple fare questions calmly.,44,Driver,Evening Peak,Severe,62,Negative,Staff Behavior
298,"For a local bus, the condition was actually acceptable today.",32,Student,Morning Peak,High,9,Positive,Cleanliness
299,"I found a bus fairly quickly, even during the rush.",40,Banker,Morning Peak,High,6,Positive,Availability
300,"The inside looked used and worn, but not worse than usual.",33,Office Employee,Evening Peak,Moderate,17,Neutral,Cleanliness
301,I would say the cost was average for this route.,41,Healthcare Worker,Morning Peak,High,9,Neutral,Cost
302,"The bus was crowded, but that is normal during peak time.",33,Student,Evening Peak,Severe,11,Neutral,Crowding
303,"The stop area was busy, though still usable.",22,Student,Evening Peak,Severe,19,Neutral,Accessibility
304,The conductor kept shouting instead of answering simple fare questions calmly.,47,Teacher,Morning Peak,Severe,59,Negative,Staff Behavior
305,"The inside looked used and worn, but not worse than usual.",35,Shopkeeper,Evening Peak,Moderate,17,Neutral,Cleanliness
306,The bus stopped properly and boarding was easier today.,48,Driver,Evening Peak,High,12,Positive,Accessibility
307,"The stop area was busy, though still usable.",20,Office Employee,Morning Peak,High,9,Neutral,Accessibility
308,"The bus was a bit late today, but not unusually late for a weekday in Dhaka.",22,Shopkeeper,Evening Peak,Moderate,8,Neutral,Delay
309,"The bus was crowded, but that is normal during peak time.",18,Healthcare Worker,Evening Peak,High,8,Neutral,Crowding
310,"I expected more buses on New Market to Science Lab, but service frequency was disappointing today.",57,Teacher,Morning Peak,High,44,Negative,Availability
311,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,45,Freelancer,Evening Peak,Severe,65,Negative,Cleanliness
312,"The bus was not very clean, but it was acceptable for a regular local bus trip.",49,Teacher,Evening Peak,High,8,Neutral,Cleanliness
313,"The ride was jerky, noisy, and uncomfortable, especially while standing.",53,Office Employee,Evening Peak,High,56,Negative,Comfort
314,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",29,Shopkeeper,Evening Peak,High,24,Negative,Safety
315,The bus stopped properly and boarding was easier today.,50,Student,Morning Peak,Moderate,10,Positive,Accessibility
316,Availability was better today and I did not have to wait too long.,18,Office Employee,Morning Peak,High,11,Positive,Availability
317,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",50,Job Seeker,Evening Peak,Moderate,36,Negative,Availability
318,"Traffic slowed the trip, but overall it was average.",32,Small Business,Morning Peak,High,15,Neutral,Delay
319,"The ride was jerky, noisy, and uncomfortable, especially while standing.",53,Homemaker,Evening Peak,Severe,48,Negative,Comfort
320,"For a local bus, the condition was actually acceptable today.",18,Student,Morning Peak,Moderate,6,Positive,Cleanliness
321,There seemed to be more buses on the road than usual.,37,Teacher,Evening Peak,Severe,10,Positive,Availability
322,"The stop area was busy, though still usable.",39,Job Seeker,Morning Peak,Moderate,20,Neutral,Accessibility
323,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",57,Shopkeeper,Evening Peak,High,42,Negative,Availability
324,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,32,Healthcare Worker,Evening Peak,Moderate,20,Negative,Safety
325,The seat condition was poor and there was no real comfort during the trip.,46,Factory Worker,Evening Peak,Severe,56,Negative,Comfort
326,The helper was rude when passengers asked whether the bus would stop at the next point.,35,Job Seeker,Morning Peak,Moderate,24,Negative,Staff Behavior
